alert_id,customer_id,analyst_id,typology,alert_status,risk_score,alert_amount_inr,alert_gen_date,alert_closure_date,days_to_close,sla_days,sla_breached,alert_year,alert_month,alert_quarter,year_month,alert_source,jurisdiction_flag,str_reference,escalated_to_mlro,account_type,region,city,income_range,customer_risk_rating
ALT0000118,CUS000567,ANL004,Trade-Based Money Laundering,False Positive,24.64,27904.77,2022-12-14,2022-12-26,12.0,10,1.0,2022,12,Q4,2022-12,Manual Referral,,,0,Savings,North,Chandigarh,5L-10L,High
ALT0000119,CUS000208,ANL016,Round-Tripping,True Positive — STR Filed,10.51,10397.9,2022-03-15,2022-03-30,15.0,20,0.0,2022,3,Q1,2022-03,Peer Comparison Model,,STR-2022-7454,0,Savings,North,Lucknow,2L-5L,Low
ALT0000120,CUS001614,ANL008,Trade-Based Money Laundering,Pending Review,21.12,145606.05,2024-01-07,,,10,,2024,1,Q1,2024-01,Watchlist Match,,,0,Current,South,Bengaluru,2L-5L,Low
ALT0000121,CUS000650,ANL017,PEP-Related Transaction,Under Investigation,67.66,25486.05,2023-05-05,,,20,,2023,5,Q2,2023-05,ML Anomaly Model,,,0,Current,West,Nagpur,10L-25L,Low
ALT0000122,CUS001607,ANL018,Dormant Account Reactivation,False Positive,54.61,121034.14,2022-01-01,2022-01-08,7.0,20,0.0,2022,1,Q1,2022-01,Peer Comparison Model,,,0,Overdraft,North,Amritsar,2L-5L,High
ALT0000123,CUS000330,ANL019,PEP-Related Transaction,Under Investigation,46.74,5661885.59,2022-11-19,,,30,,2022,11,Q4,2022-11,ML Anomaly Model,,,0,NRO,South,Chennai,<2L,Medium
ALT0000124,CUS001939,ANL019,Trade-Based Money Laundering,False Positive,0.41,139453.49,2022-06-27,2022-07-18,21.0,30,0.0,2022,6,Q2,2022-06,ML Anomaly Model,,,0,Current,Central,Bhopal,2L-5L,High
ALT0000125,CUS000437,ANL010,PEP-Related Transaction,True Positive — STR Filed,31.26,157106.19,2023-07-20,2023-07-29,9.0,15,0.0,2023,7,Q3,2023-07,Peer Comparison Model,,STR-2023-6074,0,Savings,North,Lucknow,5L-10L,Medium
ALT0000126,CUS001086,ANL002,High-Risk Jurisdiction Transfer,False Positive,58.15,553848.22,2024-03-29,2024-04-11,13.0,10,1.0,2024,3,Q1,2024-03,ML Anomaly Model,Malta,,0,Savings,South,Coimbatore,<2L,Low
ALT0000127,CUS000773,ANL011,Suspected Mule Account,False Positive,23.23,88489.64,2023-12-25,2024-01-15,21.0,15,1.0,2023,12,Q4,2023-12,Watchlist Match,,,0,Current,East,Patna,5L-10L,Medium
ALT0000128,CUS001371,ANL019,Shell Company Activity,Under Investigation,10.91,125776.43,2024-03-20,,,30,,2024,3,Q1,2024-03,Watchlist Match,,,0,Savings,North,Jaipur,5L-10L,High
ALT0000129,CUS000214,ANL009,Rapid Fund Movement,False Positive,57.97,59918.9,2024-04-10,2024-04-21,11.0,15,0.0,2024,4,Q2,2024-04,Manual Referral,,,0,Current,West,Surat,2L-5L,Medium
ALT0000130,CUS000501,ANL020,Round-Tripping,False Positive,74.08,173514.3,2023-02-15,2023-03-24,37.0,30,1.0,2023,2,Q1,2023-02,Watchlist Match,,,0,Savings,West,Nagpur,2L-5L,Low
ALT0000131,CUS000820,ANL019,PEP-Related Transaction,Under Investigation,96.61,598081.2,2024-11-26,,,30,,2024,11,Q4,2024-11,Peer Comparison Model,,,0,Current,North,Delhi,10L-25L,Low
ALT0000132,CUS000504,ANL011,Trade-Based Money Laundering,True Positive — STR Filed,75.63,269734.48,2022-02-01,2022-02-18,17.0,15,1.0,2022,2,Q1,2022-02,Watchlist Match,,STR-2022-6404,0,Current,South,Hyderabad,<2L,Very High
ALT0000133,CUS000069,ANL018,Trade-Based Money Laundering,False Positive,47.7,68263.27,2022-05-21,2022-06-03,13.0,20,0.0,2022,5,Q2,2022-05,Peer Comparison Model,,,0,NRE,Central,Raipur,<2L,Low
ALT0000134,CUS001660,ANL007,High-Risk Jurisdiction Transfer,Escalated to MLRO,48.88,413246.24,2022-07-04,2022-07-06,2.0,10,0.0,2022,7,Q3,2022-07,ML Anomaly Model,Cayman Islands,,1,Savings,West,Nagpur,5L-10L,High
ALT0000135,CUS000238,ANL004,Unusual Cash Activity,Escalated to MLRO,95.73,1504336.86,2023-08-06,2023-08-21,15.0,10,1.0,2023,8,Q3,2023-08,Rule-Based Engine,,,1,NRO,South,Chennai,5L-10L,High
ALT0000136,CUS001727,ANL007,PEP-Related Transaction,Pending Review,31.63,133056.55,2023-12-14,,,10,,2023,12,Q4,2023-12,Rule-Based Engine,,,0,Current,South,Coimbatore,<2L,High
ALT0000137,CUS001704,ANL001,Unusual Cash Activity,False Positive,53.46,15746.69,2023-12-13,2023-12-30,17.0,10,1.0,2023,12,Q4,2023-12,Watchlist Match,,,0,Savings,North,Jaipur,2L-5L,High
ALT0000138,CUS000052,ANL005,Shell Company Activity,True Positive — STR Filed,71.55,375111.69,2023-07-21,2023-07-28,7.0,10,0.0,2023,7,Q3,2023-07,Manual Referral,,STR-2023-6268,0,NRE,East,Bhubaneswar,25L-50L,Low
ALT0000139,CUS000448,ANL008,Dormant Account Reactivation,False Positive,58.16,118531.21,2023-04-09,2023-04-23,14.0,10,1.0,2023,4,Q2,2023-04,Manual Referral,,,0,NRO,South,Chennai,5L-10L,High
ALT0000140,CUS001105,ANL018,Trade-Based Money Laundering,False Positive,76.58,5314.65,2023-02-03,2023-02-25,22.0,20,1.0,2023,2,Q1,2023-02,ML Anomaly Model,,,0,Savings,South,Hyderabad,2L-5L,Low
ALT0000141,CUS001794,ANL005,Unusual Cash Activity,False Positive,19.56,253260.19,2024-07-20,2024-07-31,11.0,10,1.0,2024,7,Q3,2024-07,Watchlist Match,,,0,Overdraft,West,Surat,5L-10L,Low
ALT0000142,CUS001435,ANL011,Rapid Fund Movement,False Positive,62.31,1400169.61,2024-04-07,2024-04-17,10.0,15,0.0,2024,4,Q2,2024-04,ML Anomaly Model,,,0,Savings,Central,Bhopal,<2L,Low
ALT0000143,CUS001029,ANL002,Suspected Mule Account,False Positive,96.86,33536.24,2022-01-10,2022-01-15,5.0,10,0.0,2022,1,Q1,2022-01,ML Anomaly Model,,,0,NRE,North,Lucknow,2L-5L,Very High
ALT0000144,CUS001906,ANL016,Shell Company Activity,False Positive,42.39,24812.94,2023-06-19,2023-06-29,10.0,20,0.0,2023,6,Q2,2023-06,Manual Referral,,,0,Savings,West,Pune,>50L,Low
ALT0000145,CUS001094,ANL002,Unusual Cash Activity,False Positive,31.4,316733.53,2022-12-25,2023-01-06,12.0,10,1.0,2022,12,Q4,2022-12,Peer Comparison Model,,,0,Current,North,Jaipur,<2L,Medium
ALT0000146,CUS001370,ANL002,Rapid Fund Movement,True Positive — STR Filed,4.1,155420.65,2024-04-13,2024-04-14,1.0,10,0.0,2024,4,Q2,2024-04,Rule-Based Engine,,STR-2024-8704,0,Current,South,Bengaluru,25L-50L,Medium
ALT0000147,CUS001978,ANL007,Suspected Mule Account,False Positive,26.55,430009.43,2024-11-02,2024-11-12,10.0,10,0.0,2024,11,Q4,2024-11,Peer Comparison Model,,,0,Current,West,Surat,10L-25L,High
ALT0000148,CUS001887,ANL016,Round-Tripping,True Positive — STR Filed,76.6,5054579.16,2022-08-07,2022-08-15,8.0,20,0.0,2022,8,Q3,2022-08,Rule-Based Engine,,STR-2022-5084,0,Savings,North,Lucknow,2L-5L,High
ALT0000149,CUS001284,ANL020,Trade-Based Money Laundering,Pending Review,9.32,143065.56,2022-05-29,,,30,,2022,5,Q2,2022-05,ML Anomaly Model,,,0,Overdraft,East,Patna,5L-10L,Low
ALT0000150,CUS000310,ANL001,Structuring / Smurfing,False Positive,2.97,443447.84,2024-10-27,2024-11-07,11.0,10,1.0,2024,10,Q4,2024-10,Watchlist Match,,,0,NRO,East,Guwahati,10L-25L,Medium
ALT0000151,CUS000911,ANL005,Trade-Based Money Laundering,False Positive,14.94,429713.12,2023-08-26,2023-09-09,14.0,10,1.0,2023,8,Q3,2023-08,Manual Referral,,,0,Overdraft,Central,Gwalior,5L-10L,Medium
ALT0000152,CUS001701,ANL001,High-Risk Jurisdiction Transfer,True Positive — STR Filed,29.6,596271.87,2023-11-28,2023-12-11,13.0,10,1.0,2023,11,Q4,2023-11,Watchlist Match,Cyprus,STR-2023-5068,0,Savings,West,Mumbai,>50L,High
ALT0000153,CUS000899,ANL009,Round-Tripping,True Positive — STR Filed,32.38,58649.81,2022-08-28,2022-09-09,12.0,15,0.0,2022,8,Q3,2022-08,Peer Comparison Model,,STR-2022-6455,0,Current,West,Mumbai,2L-5L,Low
ALT0000154,CUS001770,ANL014,Dormant Account Reactivation,False Positive,42.87,303713.91,2024-11-17,2024-11-28,11.0,15,0.0,2024,11,Q4,2024-11,Watchlist Match,,,0,Overdraft,South,Bengaluru,10L-25L,Low
ALT0000155,CUS000323,ANL018,Structuring / Smurfing,False Positive,21.64,6841.33,2023-06-12,2023-07-08,26.0,20,1.0,2023,6,Q2,2023-06,ML Anomaly Model,,,0,NRE,North,Jaipur,5L-10L,Low
ALT0000156,CUS000955,ANL007,Trade-Based Money Laundering,True Positive — STR Filed,67.84,232848.12,2023-05-28,2023-06-02,5.0,10,0.0,2023,5,Q2,2023-05,Watchlist Match,,STR-2023-1579,0,Savings,South,Hyderabad,10L-25L,Low
ALT0000157,CUS000737,ANL006,Dormant Account Reactivation,False Positive,56.56,9011.27,2024-06-25,2024-07-08,13.0,10,1.0,2024,6,Q2,2024-06,ML Anomaly Model,,,0,Savings,East,Ranchi,25L-50L,Low
ALT0000158,CUS001636,ANL014,Unusual Cash Activity,Pending Review,88.98,570619.47,2024-02-12,,,15,,2024,2,Q1,2024-02,Manual Referral,,,0,Current,Central,Jabalpur,<2L,Low
ALT0000159,CUS000135,ANL006,PEP-Related Transaction,False Positive,56.42,498010.2,2024-09-17,2024-09-18,1.0,10,0.0,2024,9,Q3,2024-09,Peer Comparison Model,,,0,Savings,West,Ahmedabad,<2L,Medium
ALT0000160,CUS001265,ANL001,Rapid Fund Movement,Pending Review,40.04,5526.05,2023-05-14,,,10,,2023,5,Q2,2023-05,Watchlist Match,,,0,Fixed Deposit,West,Surat,10L-25L,High
ALT0000161,CUS001959,ANL002,Suspected Mule Account,Under Investigation,43.17,389.1,2023-11-27,,,10,,2023,11,Q4,2023-11,Watchlist Match,,,0,NRO,East,Ranchi,2L-5L,Medium
ALT0000162,CUS000048,ANL003,Trade-Based Money Laundering,False Positive,17.26,2063653.95,2024-07-28,2024-08-01,4.0,10,0.0,2024,7,Q3,2024-07,Rule-Based Engine,,,0,Savings,North,Jaipur,5L-10L,Low
ALT0000163,CUS000868,ANL007,Dormant Account Reactivation,False Positive,61.16,92214.6,2024-08-01,2024-08-11,10.0,10,0.0,2024,8,Q3,2024-08,Watchlist Match,,,0,Current,North,Lucknow,2L-5L,Medium
ALT0000164,CUS001488,ANL016,PEP-Related Transaction,True Positive — STR Filed,38.24,2467560.13,2022-02-26,2022-03-02,4.0,20,0.0,2022,2,Q1,2022-02,Rule-Based Engine,,STR-2022-4172,0,NRE,East,Bhubaneswar,>50L,Low
ALT0000165,CUS001384,ANL008,Round-Tripping,True Positive — No STR,59.63,8935.44,2024-09-14,2024-09-26,12.0,10,1.0,2024,9,Q3,2024-09,Manual Referral,,,0,Current,East,Ranchi,5L-10L,Low
ALT0000166,CUS001473,ANL020,Suspected Mule Account,Pending Review,14.67,4216528.44,2022-08-27,,,30,,2022,8,Q3,2022-08,Rule-Based Engine,,,0,Current,West,Mumbai,10L-25L,High
ALT0000167,CUS001095,ANL008,Shell Company Activity,Under Investigation,2.49,5819851.78,2023-06-13,,,10,,2023,6,Q2,2023-06,Rule-Based Engine,,,0,Current,Central,Indore,2L-5L,Medium
ALT0000168,CUS001326,ANL014,Rapid Fund Movement,False Positive,89.77,4685847.89,2022-05-19,2022-05-21,2.0,15,0.0,2022,5,Q2,2022-05,ML Anomaly Model,,,0,Savings,West,Ahmedabad,2L-5L,Very High
ALT0000169,CUS000075,ANL017,PEP-Related Transaction,Pending Review,23.32,8001.41,2024-02-23,,,20,,2024,2,Q1,2024-02,Watchlist Match,,,0,NRE,South,Coimbatore,2L-5L,High
ALT0000170,CUS001168,ANL009,Unusual Cash Activity,False Positive,77.94,4236871.48,2023-03-28,2023-04-12,15.0,15,0.0,2023,3,Q1,2023-03,Peer Comparison Model,,,0,Current,East,Kolkata,5L-10L,Low
ALT0000171,CUS001540,ANL018,Round-Tripping,False Positive,73.53,22613.57,2023-04-16,2023-05-02,16.0,20,0.0,2023,4,Q2,2023-04,Manual Referral,,,0,Savings,West,Ahmedabad,2L-5L,Medium
ALT0000172,CUS001513,ANL006,Round-Tripping,Under Investigation,89.07,8075.87,2023-10-09,,,10,,2023,10,Q4,2023-10,ML Anomaly Model,,,0,Overdraft,West,Nagpur,<2L,Low
ALT0000173,CUS000429,ANL007,PEP-Related Transaction,False Positive,69.3,409770.05,2024-04-24,2024-04-27,3.0,10,0.0,2024,4,Q2,2024-04,Manual Referral,,,0,Current,North,Delhi,2L-5L,Low
ALT0000174,CUS001151,ANL001,Trade-Based Money Laundering,Under Investigation,96.0,62027.78,2023-12-25,,,10,,2023,12,Q4,2023-12,ML Anomaly Model,,,0,Savings,Central,Gwalior,10L-25L,Medium
ALT0000175,CUS001575,ANL019,Structuring / Smurfing,False Positive,29.11,225903.58,2024-11-23,2024-12-22,29.0,30,0.0,2024,11,Q4,2024-11,Watchlist Match,,,0,Savings,South,Chennai,<2L,Low
ALT0000176,CUS000362,ANL012,Trade-Based Money Laundering,True Positive — No STR,74.07,779540.58,2022-01-20,2022-01-25,5.0,15,0.0,2022,1,Q1,2022-01,Peer Comparison Model,,,0,Savings,West,Pune,5L-10L,Low
ALT0000177,CUS000892,ANL001,Trade-Based Money Laundering,True Positive — STR Filed,82.19,151630.66,2023-06-24,2023-07-17,23.0,10,1.0,2023,6,Q2,2023-06,Watchlist Match,,STR-2023-5346,0,Current,Central,Jabalpur,25L-50L,High
ALT0000178,CUS001891,ANL009,Round-Tripping,False Positive,36.18,8434.21,2023-05-24,2023-05-30,6.0,15,0.0,2023,5,Q2,2023-05,ML Anomaly Model,,,0,NRE,East,Patna,2L-5L,Medium
ALT0000179,CUS000898,ANL015,Rapid Fund Movement,False Positive,49.48,1027130.4,2023-08-12,2023-08-28,16.0,20,0.0,2023,8,Q3,2023-08,Manual Referral,,,0,Savings,Central,Gwalior,<2L,Medium
ALT0000180,CUS001450,ANL015,Trade-Based Money Laundering,False Positive,27.26,187111.37,2022-07-10,2022-07-30,20.0,20,0.0,2022,7,Q3,2022-07,Peer Comparison Model,,,0,Current,North,Chandigarh,<2L,Low
ALT0000181,CUS001894,ANL015,Shell Company Activity,True Positive — STR Filed,8.64,210370.47,2024-03-28,2024-04-11,14.0,20,0.0,2024,3,Q1,2024-03,Manual Referral,,STR-2024-9420,0,Current,East,Patna,5L-10L,Medium
ALT0000182,CUS000003,ANL015,Trade-Based Money Laundering,True Positive — STR Filed,30.63,229878.27,2023-12-02,2023-12-20,18.0,20,0.0,2023,12,Q4,2023-12,Watchlist Match,,STR-2023-9559,0,NRO,North,Delhi,10L-25L,Low
ALT0000183,CUS001841,ANL020,Shell Company Activity,False Positive,79.66,94593.31,2022-06-05,2022-07-08,33.0,30,1.0,2022,6,Q2,2022-06,ML Anomaly Model,,,0,Savings,South,Kochi,5L-10L,High
ALT0000184,CUS001739,ANL003,Round-Tripping,Under Investigation,70.74,130994.67,2023-01-01,,,10,,2023,1,Q1,2023-01,Watchlist Match,,,0,Current,North,Lucknow,5L-10L,Low
ALT0000185,CUS000086,ANL015,Rapid Fund Movement,False Positive,34.16,226112.86,2024-09-02,2024-09-03,1.0,20,0.0,2024,9,Q3,2024-09,Watchlist Match,,,0,Current,East,Bhubaneswar,5L-10L,Medium
ALT0000186,CUS001627,ANL017,Round-Tripping,False Positive,33.47,21961.28,2023-10-05,2023-10-08,3.0,20,0.0,2023,10,Q4,2023-10,Watchlist Match,,,0,Savings,East,Bhubaneswar,25L-50L,Medium
ALT0000187,CUS000708,ANL001,Rapid Fund Movement,False Positive,69.0,17111.59,2023-12-26,2023-12-29,3.0,10,0.0,2023,12,Q4,2023-12,Watchlist Match,,,0,Current,Central,Gwalior,5L-10L,Medium
ALT0000188,CUS001514,ANL016,Unusual Cash Activity,False Positive,6.41,272432.28,2023-03-24,2023-04-14,21.0,20,1.0,2023,3,Q1,2023-03,Watchlist Match,,,0,NRE,South,Hyderabad,<2L,Medium
ALT0000189,CUS001981,ANL007,Structuring / Smurfing,True Positive — STR Filed,76.1,73345.66,2023-07-06,2023-07-09,3.0,10,0.0,2023,7,Q3,2023-07,Peer Comparison Model,,STR-2023-3187,0,Savings,East,Kolkata,2L-5L,Low
ALT0000190,CUS001491,ANL012,Trade-Based Money Laundering,True Positive — STR Filed,67.23,134768.81,2023-01-10,2023-01-22,12.0,15,0.0,2023,1,Q1,2023-01,Peer Comparison Model,,STR-2023-2363,0,Current,North,Delhi,<2L,Medium
ALT0000191,CUS001434,ANL001,Suspected Mule Account,Under Investigation,8.47,4399146.31,2023-01-25,,,10,,2023,1,Q1,2023-01,Manual Referral,,,0,Current,South,Hyderabad,2L-5L,Low
ALT0000192,CUS000213,ANL020,Shell Company Activity,False Positive,1.97,45497.55,2024-10-18,2024-11-23,36.0,30,1.0,2024,10,Q4,2024-10,Watchlist Match,,,0,Savings,South,Hyderabad,5L-10L,Low
ALT0000193,CUS001764,ANL004,Suspected Mule Account,False Positive,69.21,34982.06,2023-02-13,2023-02-14,1.0,10,0.0,2023,2,Q1,2023-02,Watchlist Match,,,0,Current,Central,Raipur,10L-25L,Very High
ALT0000194,CUS000916,ANL004,Round-Tripping,False Positive,3.94,255923.74,2023-04-26,2023-05-02,6.0,10,0.0,2023,4,Q2,2023-04,Watchlist Match,,,0,Overdraft,East,Patna,2L-5L,Medium
ALT0000195,CUS000696,ANL002,Shell Company Activity,True Positive — STR Filed,5.82,1034218.66,2023-05-11,2023-05-21,10.0,10,0.0,2023,5,Q2,2023-05,ML Anomaly Model,,STR-2023-4685,0,Overdraft,West,Ahmedabad,10L-25L,Medium
ALT0000196,CUS001195,ANL018,High-Risk Jurisdiction Transfer,True Positive — STR Filed,44.26,8979.46,2023-06-28,2023-07-22,24.0,20,1.0,2023,6,Q2,2023-06,Watchlist Match,Seychelles,STR-2023-3484,0,Current,East,Guwahati,10L-25L,High
ALT0000197,CUS000860,ANL010,Suspected Mule Account,True Positive — STR Filed,66.97,12212.54,2023-02-28,2023-03-03,3.0,15,0.0,2023,2,Q1,2023-02,Peer Comparison Model,,STR-2023-2103,0,Overdraft,Central,Bhopal,5L-10L,Medium
ALT0000198,CUS000959,ANL019,PEP-Related Transaction,False Positive,67.63,18827.14,2023-04-15,2023-04-17,2.0,30,0.0,2023,4,Q2,2023-04,Rule-Based Engine,,,0,Current,East,Bhubaneswar,10L-25L,Medium
ALT0000199,CUS001505,ANL016,Unusual Cash Activity,Under Investigation,55.53,929547.3,2023-02-20,,,20,,2023,2,Q1,2023-02,Peer Comparison Model,,,0,Savings,North,Lucknow,5L-10L,Low
ALT0000200,CUS000829,ANL006,Rapid Fund Movement,False Positive,4.81,14113.4,2023-05-27,2023-06-02,6.0,10,0.0,2023,5,Q2,2023-05,Peer Comparison Model,,,0,Savings,Central,Indore,5L-10L,Low
ALT0000201,CUS001270,ANL019,Suspected Mule Account,True Positive — No STR,68.61,22336.59,2023-12-31,2024-01-11,11.0,30,0.0,2023,12,Q4,2023-12,ML Anomaly Model,,,0,Savings,West,Ahmedabad,2L-5L,Low
ALT0000202,CUS001614,ANL020,Shell Company Activity,True Positive — No STR,8.19,1241142.65,2022-11-16,2022-11-19,3.0,30,0.0,2022,11,Q4,2022-11,ML Anomaly Model,,,0,Current,South,Bengaluru,2L-5L,Low
ALT0000203,CUS001019,ANL016,Trade-Based Money Laundering,True Positive — STR Filed,62.44,26183.41,2022-08-07,2022-09-05,29.0,20,1.0,2022,8,Q3,2022-08,Manual Referral,,STR-2022-8755,0,Savings,West,Surat,2L-5L,Low
ALT0000204,CUS000762,ANL015,Suspected Mule Account,False Positive,23.01,1612466.56,2022-09-03,2022-09-24,21.0,20,1.0,2022,9,Q3,2022-09,Manual Referral,,,0,Fixed Deposit,South,Hyderabad,2L-5L,Medium
ALT0000205,CUS001988,ANL020,High-Risk Jurisdiction Transfer,True Positive — STR Filed,25.44,13737.49,2022-06-10,2022-06-30,20.0,30,0.0,2022,6,Q2,2022-06,ML Anomaly Model,Cyprus,STR-2022-3479,0,Fixed Deposit,North,Lucknow,5L-10L,Low
ALT0000206,CUS001693,ANL020,Dormant Account Reactivation,False Positive,5.62,83360.23,2024-10-05,2024-10-16,11.0,30,0.0,2024,10,Q4,2024-10,Rule-Based Engine,,,0,NRE,East,Kolkata,2L-5L,Low
ALT0000207,CUS001327,ANL004,Trade-Based Money Laundering,False Positive,44.08,1427710.56,2022-01-14,2022-01-21,7.0,10,0.0,2022,1,Q1,2022-01,Rule-Based Engine,,,0,Current,East,Patna,2L-5L,High
ALT0000208,CUS001870,ANL012,Round-Tripping,Pending Review,9.29,75132.93,2022-03-28,,,15,,2022,3,Q1,2022-03,ML Anomaly Model,,,0,Savings,West,Surat,<2L,Low
ALT0000209,CUS000331,ANL020,Shell Company Activity,False Positive,78.94,6467.63,2024-09-14,2024-10-13,29.0,30,0.0,2024,9,Q3,2024-09,Watchlist Match,,,0,Savings,East,Patna,<2L,Medium
ALT0000210,CUS000804,ANL020,Round-Tripping,True Positive — No STR,53.36,18213.84,2024-01-31,2024-02-25,25.0,30,0.0,2024,1,Q1,2024-01,Watchlist Match,,,0,Current,East,Guwahati,5L-10L,Very High
ALT0000211,CUS000491,ANL001,Shell Company Activity,True Positive — No STR,49.64,72415.4,2023-10-08,2023-10-19,11.0,10,1.0,2023,10,Q4,2023-10,Rule-Based Engine,,,0,Savings,East,Bhubaneswar,5L-10L,High
ALT0000212,CUS000440,ANL015,High-Risk Jurisdiction Transfer,Under Investigation,30.12,8623464.03,2024-10-05,,,20,,2024,10,Q4,2024-10,Rule-Based Engine,Cyprus,,0,Current,West,Ahmedabad,5L-10L,Low
ALT0000213,CUS000690,ANL020,Dormant Account Reactivation,False Positive,50.91,821.55,2023-07-17,2023-08-20,34.0,30,1.0,2023,7,Q3,2023-07,Peer Comparison Model,,,0,Fixed Deposit,Central,Gwalior,<2L,Low
ALT0000214,CUS001386,ANL020,PEP-Related Transaction,False Positive,5.83,146830.26,2024-10-02,2024-10-19,17.0,30,0.0,2024,10,Q4,2024-10,Peer Comparison Model,,,0,Savings,Central,Indore,2L-5L,High
ALT0000215,CUS001668,ANL006,Dormant Account Reactivation,False Positive,67.38,5756.84,2023-01-10,2023-01-12,2.0,10,0.0,2023,1,Q1,2023-01,Watchlist Match,,,0,Overdraft,West,Pune,5L-10L,Low
ALT0000216,CUS000986,ANL011,PEP-Related Transaction,False Positive,61.72,56331.49,2024-11-12,2024-11-22,10.0,15,0.0,2024,11,Q4,2024-11,Manual Referral,,,0,Current,South,Chennai,2L-5L,Medium
ALT0000217,CUS001116,ANL006,Suspected Mule Account,True Positive — STR Filed,76.49,25746.96,2023-07-28,2023-08-09,12.0,10,1.0,2023,7,Q3,2023-07,Peer Comparison Model,,STR-2023-3381,0,Savings,West,Surat,25L-50L,Medium
ALT0000218,CUS001744,ANL019,Unusual Cash Activity,Escalated to MLRO,90.14,8977.61,2024-03-25,2024-04-01,7.0,30,0.0,2024,3,Q1,2024-03,Rule-Based Engine,,,1,Fixed Deposit,Central,Gwalior,2L-5L,Medium
ALT0000219,CUS001701,ANL002,High-Risk Jurisdiction Transfer,True Positive — No STR,96.22,35364.43,2023-03-31,2023-04-03,3.0,10,0.0,2023,3,Q1,2023-03,Peer Comparison Model,Malta,,0,Savings,West,Mumbai,>50L,High
ALT0000220,CUS000985,ANL017,Trade-Based Money Laundering,True Positive — No STR,22.24,64521.39,2022-09-20,2022-10-10,20.0,20,0.0,2022,9,Q3,2022-09,ML Anomaly Model,,,0,Savings,South,Chennai,10L-25L,Low
ALT0000221,CUS001437,ANL012,Dormant Account Reactivation,False Positive,50.01,377655.89,2022-04-21,2022-04-25,4.0,15,0.0,2022,4,Q2,2022-04,ML Anomaly Model,,,0,Current,West,Nagpur,2L-5L,Medium
ALT0000222,CUS000865,ANL015,Suspected Mule Account,False Positive,27.5,2020497.66,2024-12-12,2025-01-02,21.0,20,1.0,2024,12,Q4,2024-12,Manual Referral,,,0,Savings,South,Coimbatore,5L-10L,Low
ALT0000223,CUS001717,ANL002,Round-Tripping,False Positive,65.66,25328.64,2024-05-16,2024-05-19,3.0,10,0.0,2024,5,Q2,2024-05,Watchlist Match,,,0,Current,East,Kolkata,2L-5L,Low
ALT0000224,CUS000044,ANL012,Round-Tripping,False Positive,93.24,2193341.13,2024-09-06,2024-09-28,22.0,15,1.0,2024,9,Q3,2024-09,Rule-Based Engine,,,0,Savings,South,Chennai,2L-5L,Medium
ALT0000225,CUS001012,ANL011,Dormant Account Reactivation,False Positive,82.62,127402.49,2022-03-08,2022-03-26,18.0,15,1.0,2022,3,Q1,2022-03,Manual Referral,,,0,NRE,Central,Raipur,10L-25L,Low
ALT0000226,CUS001842,ANL016,Suspected Mule Account,True Positive — STR Filed,60.98,382448.01,2024-10-26,2024-11-18,23.0,20,1.0,2024,10,Q4,2024-10,Rule-Based Engine,,STR-2024-5618,0,Current,South,Coimbatore,5L-10L,Very High
ALT0000227,CUS001816,ANL009,Dormant Account Reactivation,False Positive,30.5,285795.46,2023-12-13,2023-12-28,15.0,15,0.0,2023,12,Q4,2023-12,Rule-Based Engine,,,0,Current,West,Pune,5L-10L,Medium
ALT0000228,CUS001842,ANL019,Rapid Fund Movement,False Positive,95.84,59313.75,2024-03-17,2024-04-16,30.0,30,0.0,2024,3,Q1,2024-03,Watchlist Match,,,0,Current,South,Coimbatore,5L-10L,Very High
ALT0000229,CUS001074,ANL009,Dormant Account Reactivation,True Positive — STR Filed,87.96,4136115.2,2022-12-24,2023-01-19,26.0,15,1.0,2022,12,Q4,2022-12,Rule-Based Engine,,STR-2022-5296,0,Current,South,Bengaluru,<2L,Medium
ALT0000230,CUS000996,ANL015,Suspected Mule Account,True Positive — STR Filed,33.59,1032468.93,2024-07-25,2024-08-10,16.0,20,0.0,2024,7,Q3,2024-07,Rule-Based Engine,,STR-2024-5447,0,Overdraft,North,Lucknow,5L-10L,Medium
ALT0000231,CUS001971,ANL005,Dormant Account Reactivation,False Positive,44.6,50435.6,2022-09-04,2022-09-11,7.0,10,0.0,2022,9,Q3,2022-09,Watchlist Match,,,0,NRO,East,Patna,>50L,Low
